movie_id,actor_id,character,cast_order
4972,1018,Bjarne / Eigil,2
4972,15086,Hus Hans,4
4972,40298,Villumsen,5
2841,2405,Mathilde,0
2841,16790,Manech,1
2841,2413,Sylvain,2
2841,17901,Bénédicte,3
2841,18177,Pierre-Marie Rouvières,4
11606,13275,Kenji,0
11606,69989,Noi,1
11606,69990,Nid,2
11606,27782,Yukio,3
11606,68987,Takashi,4
363,5117,Cahit Tomruk,0
363,5118,Sibel Güner,1
363,5119,Maren,2
363,5120,Seref,3
363,5121,Selma,4
12140,34923,Motoko Kusanagi (voice),0
12140,40451,Batō (voice),1
12140,20664,Togusa (voice),2
12140,12199,Section 9 Department Chief Aramaki (voice),3
12140,83933,Ishikawa (voice),4
4254,35742,Aman Mathur,0
4254,35745,Naina Catherine Kapur Patel,1
4254,35747,Rohit Patel,2
4254,35743,Jennifer Kapur,3
4254,35754,Dr. Priya,4
15370,118651,Haru Yoshioka (voice),0
15370,96569,Baron Humbert von Gikkingen (voice),1
15370,31079,Yuki (voice),2
15370,74377,Lune (voice),3
15370,27780,Hiromi (voice),4
1418,16974,Pilar,0
1418,16867,Antonio,1
1418,958,Ana,2
1418,962,Aurora,3
1418,16975,Rosa,4
17457,64433,Gypsy,0
17457,64434,Helen,1
17457,21909,Reeve,2
17457,78429,Lila,3
17457,18897,Jackie Fong,4
36763,2879,Ben Mears,0
36763,2505,Father Donald Callahan,1
36763,55636,Richard Straker,2
36763,6861,Matt Burke,3
36763,20767,Susan Norton,4
14527,10859,Kevin,0
14527,34915,Sam,1
14527,76973,Rob,2
14527,20277,Leo Gillette,3
14527,2456,Stan,4
12542,23880,Jake Hopper,0
12542,57748,Sunti,1
12542,72726,Lulu,2
12542,67212,General Jantapan,3
12542,134488,Jessica Hopper,4
11838,67318,Rika Nishina,0
11838,58444,Chiharu,1
11838,70671,Hitomi Tokunaga,2
11838,13256,Katsuya Tokunaga,3
11838,552501,Mariko,4
670,64880,Oh Dae-su,0
670,10112,Lee Woo-jin,1
670,1299317,Mi-do,2
670,1299313,Mr. Han,3
670,77188,Park Cheol-woong,4
9694,58593,Yumi Nakamura,0
9694,58596,Shin'ichi Tsutsumi,1
9694,58601,Natsumi Konishi,2
9694,58607,Yoko Okazaki,3
9694,1117062,Kenji Kawai,4
9667,3490,Jack Starks,0
9667,116,Jackie Price,1
9667,10823,Dr. Thomas Becker,2
9667,10431,Dr. Beth Lorenson,3
9667,6473,Jean Price,4
13373,46300,Damian,0
13373,82380,Anthony,1
13373,34715,Ronnie,2
13373,22811,Dorothy,3
13373,6970,The Man,4
10304,64805,Pvt. Ottis Brick,0
10304,25849,Capt. V.J. Dax,1
10304,56447,Pvt. Charlie Soda,2
10304,64806,Pvt. Billie Otter,3
10304,65345,Pvt. Jill Sandee,4
9666,58441,Kyoko Harase,0
9666,58442,Tomoka Miura,1
9666,58443,Noritaka,2
9666,58444,Chiharu,3
9666,1342694,,4
11049,67923,Octave,0
9316,57207,Ting,0
9316,57208,Humlae / Dirty Balls / George,1
9316,57272,Muay Lek,2
9316,57273,Komtuan,3
9316,149862,Uncle Mao,4
11647,66717,Inspector Wong Chi Shing,0
11647,26724,Hon Sam,1
11647,12672,Mary Hon,2
11647,63584,Ngai Wing Hau,3
11647,20372,Inspector Lau Kin Ming,4
1913,3810,Ramón Sampedro,0
1913,19907,Julia,1
1913,2759,Rosa,2
1913,19908,Joaquín,3
1913,19909,Padre Francisco,4
2539,19292,John Clasky,0
2539,4939,Deborah Clasky,1
2539,3627,Flor Moreno,2
2539,9599,Evelyn Wright,3
2539,25907,Christina,4
5528,21171,Clément Mathieu,0
5528,7693,Rachin,1
5528,22306,Chabert,2
5528,43998,Père Maxence,3
5528,28793,Violette Morhange,4
10105,426,Private Shirl Kendrick,0
10105,63493,Medic Steven Gould,1
10105,63494,Flight Sergeant Oberon Winley,2
10105,63492,Corporal Nathan 'Deacon' Greer,3
10105,63498,Rudi,4
179,2227,Silvia Broome,0
179,2228,Tobin Keller,1
179,2229,Dot Woods,2
179,2244,Nils Lud,3
179,2245,Philippe,4
83,644,Susan Watkins,0
83,646,Daniel Kintner,1
83,1187,Seth,2
83,1420204,Davis,3
83,590483,Linda,4
14310,25246,Senior Inspector Lau Kin Ming,0
14310,1337,Chan Wing Yan,1
14310,66761,Superintendent Yeung Kam Wing,2
14310,1340,Inspector 'Shadow' Shen Chen,3
14310,66717,Superintendent Wong Chi Shing,4
4836,8784,XXXX,0
4836,2524,Clarkie,1
4836,17782,Gene,2
4836,2247,Morty,3
4836,39658,Slasher,4
11190,68515,Andrey,0
11190,68517,Father,1
11190,68518,Mother,2
11190,936818,Ivan,3
11190,936819,Waitress,4
11866,6065,Frank Towns,0
11866,8169,A.J.,1
11866,1771,Elliott,2
11866,502,Kelly,3
11866,41419,Ian,4
12281,28042,Sam Merric,0
12281,41464,Marty,2
12281,4940,Rocky Merric,3
12281,15760,George Tooney,4
12281,23891,Clyde,5
10320,3489,Rachel Keller,0
10320,1284159,Max Rourke,1
10320,20,Dr. Emma Temple,2
10320,26292,Aidan Keller,3
10320,21163,Martin Savide,4
5889,46363,Azumi,0
5889,46364,Nachi,1
5889,104523,Ukiha,2
5889,132061,Hyuga,3
5889,107107,Amagi,4
10296,41042,Tommy Johnson,0
10296,30433,Rod,1
10296,990,Billy Bright,2
10296,39660,Fred,3
10296,24240,Zeberdee,4
11658,16962,Lee Jin-Tae,25
11658,70336,Lee Jin-seok,26
11658,70337,Kim Young-Shin,27
11658,70338,Yong-Man,28
11658,1405970,Recruiting officer,29
8357,19797,Lead,0
8357,55422,Jennifer,1
8357,23899,Bob,2
8357,55425,Elliot,3
8357,55426,Reggie,4
3509,6384,Fred/Bob Arctor,0
3509,1920,Donna Hawthorne,1
3509,57755,Ernie Luckman,2
3509,3223,James Barris,3
3509,32238,Brown Bear Lodge Host,4
11662,70209,Tetsuya Azuma,0
11662,27788,Luna Kozuki,1
11662,70132,Dr. Kotaro Azuma,2
11662,70210,Midori Azuma,3
11662,58449,Dr. Kozuki,4
986,40,Falstaff,0
986,14812,Doll Tearsheet,1
986,11127,Mistress Quickly,2
986,11857,Henry IV,3
986,14813,Kate Percy,4
70,190,Frankie Dunn,0
70,448,Maggie Fitzgerald,1
70,192,Eddie Scrap-Iron Dupris,2
70,449,Danger Barch,3
70,450,Big Willie Little,4
12487,72451,Minami,0
12487,68988,Ozaki,1
12487,72452,Female Ozaki,2
12487,72453,Nose,3
12487,72454,Innkeeper,4
205,1896,Paul Rusesabagina,0
205,2598,Tatiana Rusesabagina,1
205,1733,Colonel Oliver,2
205,2607,General Bizimungu,3
205,73421,Jack Daglish,4
28055,44728,Max Marian,0
28055,69935,Contessa Cristina Como,1
28055,99503,Inspector Silvester,2
28055,99505,Nicole,3
28055,99443,Frank Sacalo,4
12597,4138,Det. Joseph Thorne,0
12597,32897,Det. Tony Nenonen,1
12597,1736,Dr. Paul Gregory,2
12597,73040,Pinhead,3
12597,50402,Bernie,4
118,85,Willy Wonka,0
118,1281,Charlie Bucket,1
118,1282,Grandpa Joe,2
118,1285,Violet Beauregarde,3
118,1286,Veruca Salt,4
1280,16283,Sun-hwa,0
1280,16284,Tae-suk,1
1280,16285,Min-gyu,2
1280,16286,Jailor,3
1280,1353790,Daughter-in-law of Old Man,4
421,1532,Steve Zissou,0
421,5657,Eleanor Zissou,1
421,112,Jane Winslett-Richardson,2
421,5293,Klaus Daimler,3
421,887,Ned Plimpton,4
2567,6193,Howard Hughes,0
2567,112,Katharine Hepburn,1
2567,3967,Ava Gardner,2
2567,4764,Noah Dietrich,3
2567,7447,Juan Trippe,4
9833,17276,The Phantom,0
9833,4730,Christine Daaé,1
9833,17178,"Raoul, Vicomte de Chagny",2
9833,8436,Madame Giry,3
9833,6613,Carlotta,4
6478,1979,Bobby Darin,0
6478,7517,Sandra Dee (Mrs Darin),1
6478,1230,Steve Blauner,2
6478,382,Charlie Cassotto Maffia,3
6478,4154,Polly Cassotto,4
9692,4724,Walter,0
9692,58563,Bob,1
9692,26467,Vicki,2
9692,4589,Carlos,3
9692,58565,Pedro,4
1901,17052,Carter Duryea,0
1901,1245,Alex Foreman,1
1901,6065,Dan Foreman,2
1901,19838,Ann Foreman,3
1901,19839,Morty,4
693,7399,Gaylord 'Greg' Focker,0
693,10399,Pam Byrnes,1
693,380,Jack Byrnes,2
693,4483,Bernie Focker,3
693,10400,Rozalin Focker,4
842,2228,Samuel Bicke,0
842,3489,Marie Bicke,1
842,1896,Bonny Simmons,2
842,12536,Jack Jones,3
842,12538,Tom Ford,5
9953,8891,Bobby Long,0
9953,1245,Pursy Will,1
9953,16856,Lawson Pines,2
9953,37823,Earl,3
9953,59671,Lee,4
11162,1158,Shylock,0
11162,16940,Antonio,1
11162,12763,Bassanio,2
11162,21044,Portia,3
11162,20803,Jessica,4
15045,77330,Fat Albert,0
15045,77799,Rudy,1
15045,31135,MushMouth,2
15045,15564,Bill,3
15045,60506,Bucky,4
11804,2232,Jonathan Rivers,0
11804,54634,Anna Rivers,1
11804,13549,Sarah Tate,2
11804,3547,Raymond Price,3
11804,42710,Mirabelle Keegan,4
7229,16927,Quentin,0
7229,1003,Ruby,1
7229,35896,Commissaire Vernet,2
7229,10839,Katia,3
7229,6024,Jambier,4
12576,478,Pfc. Charlie Shakespeare,0
12576,65733,Pvt. Colin Chevasse,1
12576,72897,Martin Plummer,2
12576,6366,Capt. Bramwell Jennings,3
12576,1145869,German soldier,4
11633,68918,Deunan,0
11633,70098,Briareos,1
11633,70099,Hitomi,2
11633,20313,Deunan (motion actor),3
11633,1680,Athena,4
9947,9278,Elektra Natchios / Elektra,0
9947,5725,Mark Miller,1
9947,10884,Kirigi,2
9947,11398,Roshi,3
9947,28641,Stick,4
6439,51391,Stripes (voice),0
6439,16855,Sandy (voice),1
6439,17265,Channing Walsh,2
6439,21089,Nolan Walsh,3
6439,61980,Clara Dalrymple,4
7214,2231,Ken Carter,0
7214,10689,Kenyon Stone,1
7214,52037,Damien Carter,2
7214,53184,Timo Cruz,3
7214,38673,Jason Lyle,4
27429,98476,Roger St. Luc,0
27429,98477,Rollo Linsky,1
27429,98420,Nurse Forsythe,2
27429,5685,Betts,3
27429,31533,Nicholas Tudor,4
11423,20738,Detective Park Doo-man,0
11423,69378,Detective Seo Tae-yoon,1
11423,69379,Detective Cho Yong-koo,2
11423,1080904,Sergeant Shin Dong-chul,3
11423,21687,Park Hyeon-gyu,4
10694,6952,Jackson Hammond,0
10694,56128,Natalie Voss,1
10694,9290,Officer Dobbs (lead chase car driver),2
10694,27448,Byron Wilder (Channel 8 traffic reporter),3
10694,6719,Dalton Voss,4
16410,10921,Henry Horatio Hobson,0
16410,11859,Willie Mossop,1
16410,8238,Maggie Hobson,2
16410,985061,Alice Hobson,3
16410,55643,Vicky Hobson,4
613,2310,Adolf Hitler,0
613,5644,Traudl Junge,1
613,680,Magda Goebbels,2
613,8796,Joseph Goebbels,3
613,8797,Eva Braun,4
8978,569,Sergeant Jake Roenick,0
8978,2975,Marion Bishop,1
8978,5168,Captain Marcus Duvall,2
8978,49,Dr Alex Sabian,3
8978,70767,Iris Ferry,4
11637,9778,Nick Persons,0
11637,9781,Suzanne Kingston,1
11637,64064,Lindsey Kingston,2
11637,64066,Kevin Kingston,3
11637,12217,Marty,4
12142,2224,Edward Carnby,0
12142,1234,Aline Cedrac,1
12142,10822,Richard Burke,2
12142,61167,Sam Fischer,3
12142,27122,Prof. Lionel Hudgens,4
11096,380,David Callaway,0
11096,501,Emily Callaway,1
11096,10696,Katherine,2
11096,1951,Elizabeth,3
11096,27563,Alison Callaway,4
8968,25933,Kate Houghton,0
8968,47368,Tim,1
8968,20815,Franny Roberts,2
8968,20584,Tim's Mother,3
8968,56436,Jessica,4
6961,23959,Kat Ellis,0
6961,20212,Nick Mercer,1
6961,9273,Amy Ellis,2
6961,1709,Edward Fletcher-Wooten,3
6961,53013,Jeffrey,4
2517,25648,Akira,0
2517,25649,Kyoko,1
2517,25650,Shigeru,2
2517,25651,Yuki,3
2517,25652,Saki,4
11413,2876,David Walsh,0
11413,18324,Jack,1
11413,18979,Sara Goodwin,2
11413,69303,Wendy,3
11413,66565,Dorff,4
22383,13784,Bill Dolworth,0
22383,18391,Henry 'Rico' Fardan,1
22383,8253,Hans Ehrengard,2
22383,4963,Jake Sharp,3
22383,3785,Jesus Raza,4
30923,53930,Alice,0
30923,1923,Tweedledum,1
30923,2282,Major Caterpillar,2
30923,8436,Queen of Hearts,3
30923,519,Mad Hatter,4
11343,15956,Ben Mears,0
11343,2091,Richard K. Straker,1
11343,69070,Mark Petrie,2
11343,7673,Susan Norton,3
11343,2007,Jason Burke,4
29259,24495,Geo Cassine,0
29259,103397,Roland Darbant,1
29259,25333,Manu Borelli,2
29259,103398,Vossellin / Monseigneur,3
29259,46936,Claude Gaspard,4
2436,418,Kongo Shuko,0
2436,18702,Jimmy Lee,1
2436,24965,Billy Lee,2
2436,24966,Linda Lash,3
2436,16578,Satori Imada,4
27430,11544,Max,0
27430,37111,"Henri ""Riton"" Ducros",1
27430,25166,Lola,2
27430,103777,Ramon,3
27430,103778,Betty,4
4935,12670,Hauru,0
4935,20338,Arechi no Majo,1
4935,19592,Karushifâ,2
4935,40449,Koshô,3
4935,40450,Kakashi no Kabu,4
8953,43662,James Ray Steam (voice),0
8953,70120,Dr. Eddie Steam#,1
8953,70121,Dr. Lloyd Steam,2
8953,70122,Scarlett O'Hara,3
8953,70123,Robert Stephenson,4
10951,18897,C.N. Chan,0
10951,21911,Bu,1
10951,1337,Albert,2
10951,931174,L.W. Lo,3
10951,134686,Alan,4
8488,2888,Alex 'Hitch' Hitchens,0
8488,8170,Sara Melas,1
8488,32895,Albert Brennaman,2
8488,38425,Allegra Cole,3
8488,55256,Casey Sedgewick,4
13682,12077,Winnie the Pooh / Tigger (voice),0
13682,5247,Piglet (voice),1
13682,90453,Roo (voice),2
13682,60739,Kanga (voice),3
13682,77482,Rabbit (voice),4
57825,87773,Lalita Bakshi,0
57825,26291,William Darcy,1
57825,5471,Balraj,2
57825,19154,Johnny Wickham,3
57825,30430,Kiran,4
561,6384,John Constantine,0
561,3293,Angela Dodson / Isabel Dodson,1
561,10959,Chas Kramer,2
561,938,Midnite,3
561,10960,Beeman,4
10214,6213,Tim Avery,0
10214,10697,Loki,1
10214,54826,Tonya Avery,2
10214,53493,Jorge,3
10214,3214,Daniel Moss,4
17880,8447,Preacher,0
17880,1285,Opal,1
17880,18249,Gloria Dump,2
17880,2639,Miss Franny,3
17880,66070,Otis,4
1942,3359,Supt. Newhouse,0
1942,7504,Ann Lake,1
1942,245,Stephen Lake,2
1942,20127,Ada Ford,3
1942,8227,Elvira Smollett,4
19119,12149,Harry Fabian,0
19119,20124,Mary Bristol,1
19119,14306,Helen Nosseross,2
19119,10609,Adam Dunn,3
19119,93900,Philip Nosseross,4
3040,23440,Anton Gorodetsky,0
3040,23442,Geser,1
3040,23443,Olga,2
3040,23441,Svetlana,3
3040,23444,Alice Donnikova,4
18538,258,Kit Winter,0
18538,27461,Carmen Collazo,1
18538,19655,Barnaby F. Caspian,2
18538,2524,Tom,3
18538,23458,Theo,4
13498,2176,Ranger Roland Sharp,0
13498,5726,Percy Stevens,1
13498,37936,Anne,2
13498,21124,Teresa,3
13498,18315,Evie,4
9470,57607,Sing,0
9470,57609,Landlord,1
9470,119426,Landlady,2
9470,545277,Sing's sidekick,3
9470,83635,Fong,4
12721,73659,Jason Stillwell,0
12721,15111,Ivan Kraschinsky the Russian,1
12721,73660,R.J. Madison,2
12721,73661,Kelly Reilly,3
12721,73662,Sensei Lee,4
2926,13919,D'Artagnan,0
2926,936,Athos,1
2926,28906,Aramis,2
2926,6637,Porthos,3
2926,6450,Lady de Winter,4
4974,5077,Marion,0
4974,40305,Gilles,1
4974,19888,Valérie,2
4974,9765,Monique,3
4974,20672,Christophe,4
258,1653,Antoine Doinel,0
258,3507,Christine Doinel,1
258,3509,Monsieur Darbon,2
258,3510,Madame Darbon,3
258,3572,Kyoko,4
4235,11544,Vittorio Manalese,0
4235,15135,Roger Startet,1
4235,15397,Inspecteur Le Goff,2
4235,35586,Jeanne Manalese,3
4235,33636,Maria Manalese,4
16186,55314,Helen,0
16186,2202,Charles,1
16186,80602,Madea / Brian / Joe,2
16186,50266,Orlando,5
16186,208316,Christina,7
10012,62010,Zela,0
10012,6886,Ellie,1
10012,44735,Jimmy,2
10012,16501,Bo,3
10012,20750,Joanie,4
10022,12835,Shane Wolf,0
10022,16858,Principal Claire Fletcher,1
10022,62054,Julie Plummer,2
10022,72997,Capt. Bill Fawcett,3
10022,29221,Zoe Plummer,4
4551,8891,Chili Palmer,0
4551,139,Edie Athens,1
4551,4937,Raji,2
4551,5726,Sin LaSalle,3
4551,37934,Dabu,4
2026,62,Jeff Talley,0
2026,7166,Walter Smith,1
2026,6860,Tommy Smith,2
2026,20847,Jennifer Smith,3
2026,11107,Mars Krupcheck,4
9928,2157,Fender (voice),0
9928,3061,Rodney Copperbottom (voice),1
9928,4587,Cappy (voice),2
9928,14639,Big Weld (voice),3
9928,129193,Watch,4
15771,193,Jebediah Ward,0
15771,1161,Maggie Ward,1
15771,27753,Michael Grazier,2
15771,2975,Nick Holbrook,3
15771,15417,Fred Quinn,4
22377,4165,Colonel Mike Kirby,0
22377,51377,George Beckworth,1
22377,1752,Captian Nim,2
22377,87067,Colonel Cai,3
22377,94550,Sgt. Petersen,4
1093,14812,Florence Carala,0
1093,15395,Julien Tavernier,1
1093,12274,Louis,2
1093,15396,Véronique,3
1093,15397,Le Commissaire Cherrier,4
438,5918,Eric Wynn,0
438,5919,Cassandra Rains,1
438,5920,Jax,2
438,5921,Haskell,3
438,5922,Dodd,4
42222,6352,Lillian Hellman,0
42222,13333,Julia,1
42222,4765,Dashiell Hammett,2
42222,12150,Johann,3
42222,11066,Alan,4
11297,25004,Lee Byeong-gu,0
11297,947287,Kang Man-shik,1
11297,1891352,Su-ni,2
11297,68904,Inspector Choo,3
11297,1238855,Detective Kim,4
13374,49961,Casey Carlyle,0
13374,3234,Joan Carlyle,1
13374,27561,Ann,2
13374,17265,Gen Harwood,3
13374,2109,Tina Harwood,4
9688,5294,Ellis Moonsong,0
9688,23659,Hobie,1
9688,9012,Lee,2
9688,8329,Melinda Robacheau,3
9688,2956,Susan,4
10040,18277,Gracie Hart,0
10040,9788,Sam Fuller,1
10040,12798,Jeff Foreman,2
10040,1748,Stan Fields,3
10040,39015,Carol Fields,4
11638,1897,Percy Jones,0
11638,18976,Simon Green,1
11638,8691,Theresa Jones,2
11638,44185,Marilyn Jones,3
11638,70775,Howard Jones,4
540,22121,Amy Bradshaw,0
540,22122,Max Brewer,1
540,22123,Lucy Diamond,2
540,6278,Dominique,3
540,22124,Janet,4
12778,521,Daniel McTeague,0
12778,2090,Uncle Joe McTeague,1
12778,18331,Robin Hunter,2
12778,46423,Molly Richardson,3
12778,14104,Frank,4
16198,26485,Takashi Yamada (voice) [english version],0
16198,120801,Yamada Noboru (voice),1
16198,120802,Yamano Shige (voice),2
16198,120803,Yamada Nonoko (voice),3
16198,120804,Yamada Takashi (voice),4
15283,86856,Narrator (voice),0
15283,86857,Shoukichi (voice),1
15283,86859,"""Old Fireball"" Oroku (voice)",2
15283,123856,Gonta (voice),3
15283,1132550,Tsurukame (voice),4
158,1844,Martin Brest,0
158,1852,Rudi Wurlitzer,1
158,1853,Henk,2
158,677,Abdul,3
158,1854,Frankie 'Boy' Beluga,4
5996,4110,Joseph,0
5996,45232,Albert,1
5996,14501,Jules,2
5996,7639,Amelie Ducotel,3
5996,8727,Andre Trochard,4
42994,105816,Aoshima,4
42994,122654,Swiveler,5
42994,1241867,Sakiko,9
42994,1242034,Chief Shell Handler,10
42994,20662,Emily,11
21131,118,Narrator (voice),0
21131,1080379,Statue of Horace (voice),1
21131,77562,Harvie (voice),2
21131,218254,Baby Harvie / Lilliana / Church Singer (voice),3
187,56731,Nancy Callahan,0
187,6278,Miho,1
187,2296,Dwight McCarthy,2
187,5916,Gail,3
187,2295,Marv,4
14177,15758,Gina Norris,0
14177,5588,Lynn,1
14177,1533,Terri,2
14177,1981,Ms. Josephine,3
14177,8211,Joanne,4
7364,10297,Dirk Pitt,0
7364,955,Eva Rojas,1
7364,18324,Al Giordino,2
7364,3905,Admiral Jim Sandecker,4
7364,1120,General Zateb Kazim,5
11431,69597,Lindsey Meeks,0
11431,11669,Ben Wrightman,1
11431,74151,Ben - 1980,2
11431,1240,Al,3
11431,69423,Viv,4
16551,16483,Nick Martinelli,0
16551,67274,Jake Ferris,1
16551,5605,"Noah, Jake's Father",2
16551,5372,"Freddie Ugo, Rhinestone Owner",3
16551,29712,Barnett Kale,4
13524,4958,Lt Col Kiley,0
13524,8606,Col Hessler,1
13524,8253,General Grey,2
13524,13578,Colonel Pritchard,3
13524,19401,Sgt. Duquesne,4
19971,1038,Rynn Jacobs,0
19971,8349,Frank Hallet,1
19971,65284,Mrs. Cora Hallet,2
19971,125649,Officer Ron Miglioriti,3
19971,125650,Mario Podesta,4
9674,58674,Sadako Yamamura,0
9674,58675,Hiroshi Tôyama,1
9674,27788,Etsuko Tachihara,2
9674,58676,Akiko Miyaji,3
9674,137517,Yûsaku Shigemori,4
3875,935,Sarah,0
3875,4455,Michael,1
3875,1018,Jannik,2
3875,19354,Natalia,3
3875,34864,Camilla,4
26638,41779,Giuliana,0
26638,194,Corrado Zeller,1
26638,95902,Ugo,2
26638,225925,Linda,3
26638,225926,Emilia,4
32085,1905,Narrator (Voice),0
31442,13709,Ivan,0
31442,119567,Captain Kholin,1
31442,1190992,Lieutnant Colonel Gryaznov,2
31442,90360,Lieutnant Galtsev,3
31442,13708,Ivan's Mother,4
775,11523,Professeur Barbenfouillis,0
775,11644,Pilote de la fusée,1
775,11645,Femme de la Lune,2
775,11647,Astronom,3
775,28963,o. A.,4
7342,32799,Carrie White,0
7342,1276,Margaret White,1
7342,34248,Miss Desjarden,2
7342,52507,Sue Snell,3
7342,28660,Christine Hargenson,4
9636,11477,Lee Ray Oliver,0
9636,5293,Dr. Michael Copeland,1
9636,17647,Teresa,2
9636,9029,Dr. Arlo Penner,3
9636,33676,Eden Ross,4
36843,47699,Wendy,0
36843,388,Andy,1
36843,42641,Natalie,2
36843,34902,Nicola,3
36843,9029,Patsy,4
7453,7060,Arthur Dent,0
7453,11664,Trillian,1
7453,6807,Zaphod Beeblebrox,2
7453,4239,Ford Prefect,3
7453,6949,Humma Kavula,4
20187,190,Dr. Jonathan Hemlock,0
20187,12950,Ben Bowman,1
20187,6780,Jemima Brown,2
20187,111989,Miles Mellough,3
20187,20861,Mrs. Anna Montaigne,4
10065,10859,George Lutz,0
10065,27755,Kathy Lutz,1
10065,10135,Billy Lutz,2
10065,56734,Chelsea Lutz,3
10065,6860,Michael Lutz,4
9393,38773,Friedrich Weimer,0
9393,684,Albrecht Stein,1
9393,57586,Christoph Schneider,2
9393,57587,Tjaden,3
9393,6086,Heinrich Vogler,4
16972,3460,Avram,0
16972,3,Tommy,1
16972,33060,Mr. Jones,2
16972,107068,Chief Gray Cloud,3
16972,1069,Darryl Diggs,4
8976,18976,Oliver Martin,0
8976,2956,Emily Friehl,1
8976,56457,Nicole,2
8976,343,Ellen Martin,3
8976,17303,Gina,4
11679,9778,Darius Stone / xXx,0
11679,2231,Agent Augustus Gibbons,1
11679,5293,Gen. George Octavius Deckert,2
11679,100,Agent Kyle Steele,3
11679,21368,President James Sandford,4
1495,114,Balian de Ibelin,0
1495,10912,Sibylla,1
1495,16940,Tiberias,2
1495,20982,Guy de Lusignan,3
1495,2039,Reynald de Chatillon,4
10066,25837,Carly Jones,0
10066,38406,Paige Edwards,1
10066,12792,Bo / Vincent,2
10066,49623,Wade,3
10066,62747,Nick Jones,4
1640,18277,Jean Cabot,0
1640,1896,Det. Graham Waters,1
1640,2876,Officer John Ryan,2
1640,454,Daniel,3
1640,18285,Ria,4
11171,24045,Neil,0
11171,55493,Brian,1
11171,49961,Wendy,2
11171,56112,Alfred,3
11171,1951,Mrs. McCormick,4
31414,224340,Irimiás,0
31414,224341,Petrina,1
31414,49673,Futaki,2
31414,224346,Estike,3
31414,224342,Schmidt,4
10027,1336,Danny,0
10027,192,Sam,1
10027,382,Bart,2
10027,9831,Raffles,3
10027,8032,Lefty,4
10837,21874,Scrooge McDuck,0
10837,162323,Launchpad,1
10837,6035,"Huey Duck / Dewey Duck / Louie Duck / Webbigal ""Webby"" Vanderquack",2
10837,20163,Dijon,3
10837,1062,Merlock,4
1895,3061,Obi-Wan Kenobi,0
1895,524,Padmé Amidala,1
1895,17244,Anakin Skywalker / Darth Vader,2
1895,27762,Chancellor Palpatine / Darth Sidious,3
1895,2231,Mace Windu,4
9981,23659,Phil Weston,0
9981,3087,Buck Weston,1
9981,61114,Barbara Weston,2
9981,1475,Janice Weston,3
9981,27972,Bucky Weston,4
4379,16866,Charlie Cantillini,0
4379,6352,Viola Fields,1
4379,15424,Kevin Fields,2
4379,27102,Ruby,3
4379,36801,Remy,4
27,176,Matt,0
27,177,Lisa,1
27,1759241,Himself - The Dandy Warhols (uncredited),2
27,1759261,Himself - Franz Ferdinand (uncredited),3
27,1357012,Himself - Elbow (uncredited),4
953,7399,Alex,0
953,2632,Marty,1
953,14409,Melman,2
953,9575,Gloria,3
953,6730,Julien,4
12700,1640,Father Lankester Merrin,0
12700,32458,Father Francis,1
12700,27637,Rachel Lesno,2
12700,73963,Cheche,3
12700,53916,Sergeant Major,4
9291,19292,Paul Crewe,0
9291,2632,Caretaker,1
9291,16475,Coach Nate Scarborough,2
9291,69127,Deacon Moss,3
9291,69128,Megget,4
921,934,Jim Braddock,0
921,9137,Mae Braddock,1
921,13242,Joe Gould,2
921,14886,Max Baer,3
921,14887,Mike Wilson,4
9779,20354,Tibby Rollins,0
9779,6279,Lena Kaligaris,1
9779,59174,Carmen Lowell,2
9779,59175,Bridget Vreeland,3
9779,59176,Bailey Graffman,4
787,11701,Jane Smith,0
787,287,John Smith,1
787,4937,Eddie,2
787,11702,Benjamin Danz,3
787,11703,Jasmine,4
14199,84214,Sharkboy,0
14199,84517,Lavagirl,1
14199,4741,Max,2
14199,15234,Max's Dad,3
14199,38025,Max's Mom,4
10226,17522,Marie,0
10226,64210,Alexia,1
10226,5444,The Killer,2
10226,64211,Jimmy,3
10226,1022032,Alex' Father,4
20941,145059,Chava,0
20941,145061,Cristina Maria,1
20941,10839,Kella,2
20941,72128,Uncle Beto,3
20941,1660431,Ancha,4
11620,82216,Marcus Vinicius,0
11620,20141,Lygia,1
11620,29655,Petronius,2
11620,14501,Nero,3
11620,101497,Poppaea,4
272,3894,Bruce Wayne / Batman,0
272,3895,Alfred Pennyworth,1
272,3896,Henri Ducard,2
272,3897,Rachel Dawes,3
272,64,James Gordon,4
15648,5958,Holly Hamilton,0
15648,58691,Jean Hamilton,1
15648,38026,Ben Cooper,2
15648,87192,Lenny Horton,3
15648,78431,Adam Forrest,4
11451,49265,Maggie Peyton,0
11451,2232,Ray Peyton Sr.,1
11451,2876,Trip Murphy,2
11451,33654,Ray Peyton Jr.,3
11451,15033,Kevin,4
11683,1284159,Riley,0
11683,5723,Cholo,1
11683,2778,Kaufman,2
11683,19976,Charlie,3
11683,18514,Slack,4
9722,2227,Isabel Bigelow,0
9722,23659,Jack Wyatt,1
9722,4090,Iris Smythson / Endora,2
9722,3895,Nigel Bigelow,3
9722,17881,Ritchie,4
1382,16860,Christine Jesperson,0
1382,16861,Richard Swersey,1
1382,53887,Robby Swersey,2
1382,53888,Peter Swersey,3
1382,53889,Sylvie,4
276,3872,Jan,0
276,3932,Jule,1
276,3933,Peter,2
276,3934,Justus Hardenberg,3
